Unidade da Federação;Internações;mes;ano;mes_ano
13 Amazonas;453;Set;2016;2016-09-01
52 Goiás;307;Set;2016;2016-09-01
25 Paraíba;299;Set;2016;2016-09-01
22 Piauí;343;Set;2016;2016-09-01
27 Alagoas;269;Set;2016;2016-09-01
28 Sergipe;260;Set;2016;2016-09-01
24 Rio Grande do Norte;242;Set;2016;2016-09-01
32 Espírito Santo;254;Set;2016;2016-09-01
53 Distrito Federal;222;Set;2016;2016-09-01
51 Mato Grosso;238;Set;2016;2016-09-01
50 Mato Grosso do Sul;172;Set;2016;2016-09-01
17 Tocantins;137;Set;2016;2016-09-01
16 Amapá;93;Set;2016;2016-09-01
11 Rondônia;153;Set;2016;2016-09-01
12 Acre;121;Set;2016;2016-09-01
14 Roraima;125;Set;2016;2016-09-01
35 São Paulo;2939;Out;2016;2016-10-01
29 Bahia;1492;Out;2016;2016-10-01
31 Minas Gerais;1441;Out;2016;2016-10-01
33 Rio de Janeiro;1174;Out;2016;2016-10-01
26 Pernambuco;784;Out;2016;2016-10-01
23 Ceará;885;Out;2016;2016-10-01
41 Paraná;812;Out;2016;2016-10-01
15 Pará;600;Out;2016;2016-10-01
43 Rio Grande do Sul;602;Out;2016;2016-10-01
21 Maranhão;583;Out;2016;2016-10-01
42 Santa Catarina;595;Out;2016;2016-10-01
13 Amazonas;459;Out;2016;2016-10-01
52 Goiás;363;Out;2016;2016-10-01
25 Paraíba;331;Out;2016;2016-10-01
22 Piauí;312;Out;2016;2016-10-01
27 Alagoas;294;Out;2016;2016-10-01
28 Sergipe;255;Out;2016;2016-10-01
24 Rio Grande do Norte;217;Out;2016;2016-10-01
32 Espírito Santo;254;Out;2016;2016-10-01
53 Distrito Federal;230;Out;2016;2016-10-01
51 Mato Grosso;253;Out;2016;2016-10-01
50 Mato Grosso do Sul;145;Out;2016;2016-10-01
17 Tocantins;139;Out;2016;2016-10-01
16 Amapá;112;Out;2016;2016-10-01
11 Rondônia;146;Out;2016;2016-10-01
12 Acre;139;Out;2016;2016-10-01
14 Roraima;102;Out;2016;2016-10-01
35 São Paulo;2963;Nov;2016;2016-11-01
29 Bahia;1498;Nov;2016;2016-11-01
31 Minas Gerais;1392;Nov;2016;2016-11-01
33 Rio de Janeiro;1217;Nov;2016;2016-11-01
26 Pernambuco;753;Nov;2016;2016-11-01
23 Ceará;879;Nov;2016;2016-11-01
41 Paraná;870;Nov;2016;2016-11-01
15 Pará;513;Nov;2016;2016-11-01
43 Rio Grande do Sul;617;Nov;2016;2016-11-01
21 Maranhão;690;Nov;2016;2016-11-01
42 Santa Catarina;599;Nov;2016;2016-11-01
13 Amazonas;407;Nov;2016;2016-11-01
52 Goiás;331;Nov;2016;2016-11-01
25 Paraíba;331;Nov;2016;2016-11-01
22 Piauí;391;Nov;2016;2016-11-01
27 Alagoas;301;Nov;2016;2016-11-01
28 Sergipe;258;Nov;2016;2016-11-01
24 Rio Grande do Norte;229;Nov;2016;2016-11-01
32 Espírito Santo;273;Nov;2016;2016-11-01
53 Distrito Federal;213;Nov;2016;2016-11-01
51 Mato Grosso;247;Nov;2016;2016-11-01
50 Mato Grosso do Sul;182;Nov;2016;2016-11-01
17 Tocantins;141;Nov;2016;2016-11-01
16 Amapá;96;Nov;2016;2016-11-01
11 Rondônia;133;Nov;2016;2016-11-01
12 Acre;95;Nov;2016;2016-11-01
14 Roraima;81;Nov;2016;2016-11-01
35 São Paulo;2749;Dez;2016;2016-12-01
29 Bahia;1422;Dez;2016;2016-12-01
31 Minas Gerais;1335;Dez;2016;2016-12-01
33 Rio de Janeiro;1183;Dez;2016;2016-12-01
26 Pernambuco;774;Dez;2016;2016-12-01
23 Ceará;855;Dez;2016;2016-12-01
41 Paraná;840;Dez;2016;2016-12-01
15 Pará;608;Dez;2016;2016-12-01
43 Rio Grande do Sul;657;Dez;2016;2016-12-01
21 Maranhão;550;Dez;2016;2016-12-01
42 Santa Catarina;560;Dez;2016;2016-12-01
13 Amazonas;430;Dez;2016;2016-12-01
52 Goiás;321;Dez;2016;2016-12-01
25 Paraíba;325;Dez;2016;2016-12-01
22 Piauí;316;Dez;2016;2016-12-01
27 Alagoas;297;Dez;2016;2016-12-01
28 Sergipe;266;Dez;2016;2016-12-01
24 Rio Grande do Norte;313;Dez;2016;2016-12-01
32 Espírito Santo;293;Dez;2016;2016-12-01
53 Distrito Federal;183;Dez;2016;2016-12-01
51 Mato Grosso;232;Dez;2016;2016-12-01
50 Mato Grosso do Sul;213;Dez;2016;2016-12-01
17 Tocantins;122;Dez;2016;2016-12-01
16 Amapá;101;Dez;2016;2016-12-01
11 Rondônia;139;Dez;2016;2016-12-01
12 Acre;94;Dez;2016;2016-12-01
14 Roraima;94;Dez;2016;2016-12-01
35 São Paulo;2773;Jan;2017;2017-01-01
29 Bahia;1379;Jan;2017;2017-01-01
31 Minas Gerais;1305;Jan;2017;2017-01-01
33 Rio de Janeiro;1106;Jan;2017;2017-01-01
26 Pernambuco;794;Jan;2017;2017-01-01
23 Ceará;794;Jan;2017;2017-01-01
41 Paraná;831;Jan;2017;2017-01-01
15 Pará;677;Jan;2017;2017-01-01
43 Rio Grande do Sul;581;Jan;2017;2017-01-01
21 Maranhão;567;Jan;2017;2017-01-01
42 Santa Catarina;615;Jan;2017;2017-01-01
13 Amazonas;430;Jan;2017;2017-01-01
52 Goiás;356;Jan;2017;2017-01-01
25 Paraíba;331;Jan;2017;2017-01-01
22 Piauí;342;Jan;2017;2017-01-01
27 Alagoas;392;Jan;2017;2017-01-01
28 Sergipe;178;Jan;2017;2017-01-01
24 Rio Grande do Norte;293;Jan;2017;2017-01-01
32 Espírito Santo;286;Jan;2017;2017-01-01
53 Distrito Federal;207;Jan;2017;2017-01-01
51 Mato Grosso;195;Jan;2017;2017-01-01
50 Mato Grosso do Sul;154;Jan;2017;2017-01-01
17 Tocantins;143;Jan;2017;2017-01-01
16 Amapá;131;Jan;2017;2017-01-01
11 Rondônia;128;Jan;2017;2017-01-01
12 Acre;77;Jan;2017;2017-01-01
14 Roraima;85;Jan;2017;2017-01-01
35 São Paulo;2525;Fev;2017;2017-02-01
29 Bahia;1352;Fev;2017;2017-02-01
31 Minas Gerais;1209;Fev;2017;2017-02-01
33 Rio de Janeiro;1080;Fev;2017;2017-02-01
26 Pernambuco;778;Fev;2017;2017-02-01
23 Ceará;711;Fev;2017;2017-02-01
41 Paraná;771;Fev;2017;2017-02-01
15 Pará;692;Fev;2017;2017-02-01
43 Rio Grande do Sul;526;Fev;2017;2017-02-01
21 Maranhão;593;Fev;2017;2017-02-01
42 Santa Catarina;511;Fev;2017;2017-02-01
13 Amazonas;451;Fev;2017;2017-02-01
52 Goiás;278;Fev;2017;2017-02-01
25 Paraíba;305;Fev;2017;2017-02-01
22 Piauí;283;Fev;2017;2017-02-01
27 Alagoas;252;Fev;2017;2017-02-01
28 Sergipe;195;Fev;2017;2017-02-01
24 Rio Grande do Norte;294;Fev;2017;2017-02-01
32 Espírito Santo;227;Fev;2017;2017-02-01
53 Distrito Federal;196;Fev;2017;2017-02-01
51 Mato Grosso;226;Fev;2017;2017-02-01
50 Mato Grosso do Sul;169;Fev;2017;2017-02-01
17 Tocantins;115;Fev;2017;2017-02-01
16 Amapá;110;Fev;2017;2017-02-01
11 Rondônia;170;Fev;2017;2017-02-01
12 Acre;133;Fev;2017;2017-02-01
14 Roraima;47;Fev;2017;2017-02-01
35 São Paulo;2673;Mar;2017;2017-03-01
29 Bahia;1407;Mar;2017;2017-03-01
31 Minas Gerais;1225;Mar;2017;2017-03-01
33 Rio de Janeiro;1070;Mar;2017;2017-03-01
26 Pernambuco;719;Mar;2017;2017-03-01
23 Ceará;840;Mar;2017;2017-03-01
41 Paraná;804;Mar;2017;2017-03-01
15 Pará;644;Mar;2017;2017-03-01
43 Rio Grande do Sul;526;Mar;2017;2017-03-01
21 Maranhão;641;Mar;2017;2017-03-01
42 Santa Catarina;545;Mar;2017;2017-03-01
13 Amazonas;457;Mar;2017;2017-03-01
52 Goiás;300;Mar;2017;2017-03-01
25 Paraíba;295;Mar;2017;2017-03-01
22 Piauí;281;Mar;2017;2017-03-01
27 Alagoas;237;Mar;2017;2017-03-01
28 Sergipe;241;Mar;2017;2017-03-01
24 Rio Grande do Norte;314;Mar;2017;2017-03-01
32 Espírito Santo;253;Mar;2017;2017-03-01
53 Distrito Federal;244;Mar;2017;2017-03-01
51 Mato Grosso;227;Mar;2017;2017-03-01
50 Mato Grosso do Sul;147;Mar;2017;2017-03-01
17 Tocantins;136;Mar;2017;2017-03-01
16 Amapá;111;Mar;2017;2017-03-01
11 Rondônia;157;Mar;2017;2017-03-01
12 Acre;83;Mar;2017;2017-03-01
14 Roraima;93;Mar;2017;2017-03-01
35 São Paulo;2287;Abr;2017;2017-04-01
29 Bahia;1316;Abr;2017;2017-04-01
31 Minas Gerais;1058;Abr;2017;2017-04-01
33 Rio de Janeiro;1009;Abr;2017;2017-04-01
26 Pernambuco;771;Abr;2017;2017-04-01
23 Ceará;691;Abr;2017;2017-04-01
41 Paraná;722;Abr;2017;2017-04-01
15 Pará;702;Abr;2017;2017-04-01
43 Rio Grande do Sul;480;Abr;2017;2017-04-01
21 Maranhão;580;Abr;2017;2017-04-01
42 Santa Catarina;451;Abr;2017;2017-04-01
13 Amazonas;461;Abr;2017;2017-04-01
52 Goiás;284;Abr;2017;2017-04-01
25 Paraíba;291;Abr;2017;2017-04-01
22 Piauí;275;Abr;2017;2017-04-01
27 Alagoas;265;Abr;2017;2017-04-01
28 Sergipe;209;Abr;2017;2017-04-01
24 Rio Grande do Norte;277;Abr;2017;2017-04-01
32 Espírito Santo;276;Abr;2017;2017-04-01
53 Distrito Federal;182;Abr;2017;2017-04-01
51 Mato Grosso;217;Abr;2017;2017-04-01
50 Mato Grosso do Sul;127;Abr;2017;2017-04-01
17 Tocantins;124;Abr;2017;2017-04-01
16 Amapá;78;Abr;2017;2017-04-01
11 Rondônia;124;Abr;2017;2017-04-01
12 Acre;97;Abr;2017;2017-04-01
14 Roraima;117;Abr;2017;2017-04-01
35 São Paulo;2527;Mai;2017;2017-05-01
29 Bahia;1338;Mai;2017;2017-05-01
31 Minas Gerais;1293;Mai;2017;2017-05-01
33 Rio de Janeiro;1023;Mai;2017;2017-05-01
26 Pernambuco;693;Mai;2017;2017-05-01
23 Ceará;793;Mai;2017;2017-05-01
41 Paraná;739;Mai;2017;2017-05-01
15 Pará;648;Mai;2017;2017-05-01
43 Rio Grande do Sul;527;Mai;2017;2017-05-01
21 Maranhão;624;Mai;2017;2017-05-01
42 Santa Catarina;440;Mai;2017;2017-05-01
13 Amazonas;490;Mai;2017;2017-05-01
52 Goiás;297;Mai;2017;2017-05-01
25 Paraíba;267;Mai;2017;2017-05-01
22 Piauí;336;Mai;2017;2017-05-01
27 Alagoas;304;Mai;2017;2017-05-01
28 Sergipe;244;Mai;2017;2017-05-01
24 Rio Grande do Norte;278;Mai;2017;2017-05-01
32 Espírito Santo;233;Mai;2017;2017-05-01
53 Distrito Federal;164;Mai;2017;2017-05-01
51 Mato Grosso;212;Mai;2017;2017-05-01
50 Mato Grosso do Sul;147;Mai;2017;2017-05-01
17 Tocantins;131;Mai;2017;2017-05-01
16 Amapá;106;Mai;2017;2017-05-01
11 Rondônia;166;Mai;2017;2017-05-01
12 Acre;109;Mai;2017;2017-05-01
14 Roraima;92;Mai;2017;2017-05-01
35 São Paulo;2607;Jun;2017;2017-06-01
29 Bahia;1258;Jun;2017;2017-06-01
31 Minas Gerais;1287;Jun;2017;2017-06-01
33 Rio de Janeiro;1052;Jun;2017;2017-06-01
26 Pernambuco;660;Jun;2017;2017-06-01
23 Ceará;798;Jun;2017;2017-06-01
41 Paraná;767;Jun;2017;2017-06-01
15 Pará;655;Jun;2017;2017-06-01
43 Rio Grande do Sul;477;Jun;2017;2017-06-01
21 Maranhão;622;Jun;2017;2017-06-01
42 Santa Catarina;502;Jun;2017;2017-06-01
13 Amazonas;401;Jun;2017;2017-06-01
52 Goiás;303;Jun;2017;2017-06-01
25 Paraíba;267;Jun;2017;2017-06-01
22 Piauí;324;Jun;2017;2017-06-01
27 Alagoas;253;Jun;2017;2017-06-01
28 Sergipe;168;Jun;2017;2017-06-01
24 Rio Grande do Norte;241;Jun;2017;2017-06-01
32 Espírito Santo;245;Jun;2017;2017-06-01
53 Distrito Federal;147;Jun;2017;2017-06-01
51 Mato Grosso;209;Jun;2017;2017-06-01
50 Mato Grosso do Sul;131;Jun;2017;2017-06-01
17 Tocantins;120;Jun;2017;2017-06-01
16 Amapá;103;Jun;2017;2017-06-01
11 Rondônia;134;Jun;2017;2017-06-01
12 Acre;83;Jun;2017;2017-06-01
14 Roraima;96;Jun;2017;2017-06-01
35 São Paulo;2591;Jul;2017;2017-07-01
29 Bahia;1276;Jul;2017;2017-07-01
31 Minas Gerais;1244;Jul;2017;2017-07-01
33 Rio de Janeiro;1193;Jul;2017;2017-07-01
26 Pernambuco;684;Jul;2017;2017-07-01
23 Ceará;778;Jul;2017;2017-07-01
41 Paraná;768;Jul;2017;2017-07-01
15 Pará;617;Jul;2017;2017-07-01
43 Rio Grande do Sul;548;Jul;2017;2017-07-01
21 Maranhão;674;Jul;2017;2017-07-01
42 Santa Catarina;522;Jul;2017;2017-07-01
13 Amazonas;401;Jul;2017;2017-07-01
52 Goiás;258;Jul;2017;2017-07-01
25 Paraíba;285;Jul;2017;2017-07-01
22 Piauí;308;Jul;2017;2017-07-01
27 Alagoas;256;Jul;2017;2017-07-01
28 Sergipe;178;Jul;2017;2017-07-01
24 Rio Grande do Norte;300;Jul;2017;2017-07-01
32 Espírito Santo;222;Jul;2017;2017-07-01
53 Distrito Federal;188;Jul;2017;2017-07-01
51 Mato Grosso;219;Jul;2017;2017-07-01
50 Mato Grosso do Sul;144;Jul;2017;2017-07-01
17 Tocantins;109;Jul;2017;2017-07-01
16 Amapá;126;Jul;2017;2017-07-01
11 Rondônia;147;Jul;2017;2017-07-01
12 Acre;60;Jul;2017;2017-07-01
14 Roraima;107;Jul;2017;2017-07-01
35 São Paulo;3013;Ago;2017;2017-08-01
29 Bahia;1458;Ago;2017;2017-08-01
31 Minas Gerais;1262;Ago;2017;2017-08-01
33 Rio de Janeiro;1170;Ago;2017;2017-08-01
26 Pernambuco;735;Ago;2017;2017-08-01
23 Ceará;715;Ago;2017;2017-08-01
41 Paraná;844;Ago;2017;2017-08-01
15 Pará;715;Ago;2017;2017-08-01
43 Rio Grande do Sul;554;Ago;2017;2017-08-01
21 Maranhão;583;Ago;2017;2017-08-01
42 Santa Catarina;586;Ago;2017;2017-08-01
13 Amazonas;435;Ago;2017;2017-08-01
52 Goiás;303;Ago;2017;2017-08-01
25 Paraíba;310;Ago;2017;2017-08-01
22 Piauí;281;Ago;2017;2017-08-01
27 Alagoas;319;Ago;2017;2017-08-01
28 Sergipe;249;Ago;2017;2017-08-01
24 Rio Grande do Norte;275;Ago;2017;2017-08-01
32 Espírito Santo;226;Ago;2017;2017-08-01
53 Distrito Federal;131;Ago;2017;2017-08-01
51 Mato Grosso;223;Ago;2017;2017-08-01
50 Mato Grosso do Sul;158;Ago;2017;2017-08-01
17 Tocantins;8;Ago;2017;2017-08-01
16 Amapá;77;Ago;2017;2017-08-01
11 Rondônia;137;Ago;2017;2017-08-01
12 Acre;107;Ago;2017;2017-08-01
14 Roraima;93;Ago;2017;2017-08-01
35 São Paulo;2852;Set;2017;2017-09-01
29 Bahia;1533;Set;2017;2017-09-01
31 Minas Gerais;1221;Set;2017;2017-09-01
33 Rio de Janeiro;1308;Set;2017;2017-09-01
26 Pernambuco;796;Set;2017;2017-09-01
23 Ceará;737;Set;2017;2017-09-01
41 Paraná;854;Set;2017;2017-09-01
15 Pará;662;Set;2017;2017-09-01
43 Rio Grande do Sul;651;Set;2017;2017-09-01
21 Maranhão;617;Set;2017;2017-09-01
42 Santa Catarina;640;Set;2017;2017-09-01
13 Amazonas;391;Set;2017;2017-09-01
52 Goiás;361;Set;2017;2017-09-01
25 Paraíba;348;Set;2017;2017-09-01
22 Piauí;355;Set;2017;2017-09-01
27 Alagoas;277;Set;2017;2017-09-01
28 Sergipe;225;Set;2017;2017-09-01
24 Rio Grande do Norte;348;Set;2017;2017-09-01
32 Espírito Santo;254;Set;2017;2017-09-01
53 Distrito Federal;192;Set;2017;2017-09-01
51 Mato Grosso;269;Set;2017;2017-09-01
50 Mato Grosso do Sul;188;Set;2017;2017-09-01
17 Tocantins;4;Set;2017;2017-09-01
16 Amapá;129;Set;2017;2017-09-01
11 Rondônia;130;Set;2017;2017-09-01
12 Acre;110;Set;2017;2017-09-01
14 Roraima;90;Set;2017;2017-09-01
35 São Paulo;2968;Out;2017;2017-10-01
29 Bahia;1505;Out;2017;2017-10-01
31 Minas Gerais;1459;Out;2017;2017-10-01
33 Rio de Janeiro;1350;Out;2017;2017-10-01
26 Pernambuco;795;Out;2017;2017-10-01
23 Ceará;834;Out;2017;2017-10-01
41 Paraná;817;Out;2017;2017-10-01
15 Pará;649;Out;2017;2017-10-01
43 Rio Grande do Sul;589;Out;2017;2017-10-01
21 Maranhão;654;Out;2017;2017-10-01
42 Santa Catarina;581;Out;2017;2017-10-01
13 Amazonas;423;Out;2017;2017-10-01
52 Goiás;367;Out;2017;2017-10-01
25 Paraíba;304;Out;2017;2017-10-01
22 Piauí;326;Out;2017;2017-10-01
27 Alagoas;312;Out;2017;2017-10-01
28 Sergipe;240;Out;2017;2017-10-01
24 Rio Grande do Norte;302;Out;2017;2017-10-01
32 Espírito Santo;261;Out;2017;2017-10-01
53 Distrito Federal;246;Out;2017;2017-10-01
51 Mato Grosso;269;Out;2017;2017-10-01
50 Mato Grosso do Sul;204;Out;2017;2017-10-01
17 Tocantins;8;Out;2017;2017-10-01
16 Amapá;63;Out;2017;2017-10-01
11 Rondônia;167;Out;2017;2017-10-01
12 Acre;111;Out;2017;2017-10-01
14 Roraima;89;Out;2017;2017-10-01
35 São Paulo;2946;Nov;2017;2017-11-01
29 Bahia;1545;Nov;2017;2017-11-01
31 Minas Gerais;1333;Nov;2017;2017-11-01
33 Rio de Janeiro;1217;Nov;2017;2017-11-01
26 Pernambuco;778;Nov;2017;2017-11-01
23 Ceará;875;Nov;2017;2017-11-01
41 Paraná;830;Nov;2017;2017-11-01
15 Pará;654;Nov;2017;2017-11-01
43 Rio Grande do Sul;581;Nov;2017;2017-11-01
21 Maranhão;615;Nov;2017;2017-11-01
42 Santa Catarina;573;Nov;2017;2017-11-01
13 Amazonas;390;Nov;2017;2017-11-01
52 Goiás;329;Nov;2017;2017-11-01
25 Paraíba;367;Nov;2017;2017-11-01
22 Piauí;326;Nov;2017;2017-11-01
27 Alagoas;314;Nov;2017;2017-11-01
28 Sergipe;289;Nov;2017;2017-11-01
24 Rio Grande do Norte;311;Nov;2017;2017-11-01
32 Espírito Santo;254;Nov;2017;2017-11-01
53 Distrito Federal;166;Nov;2017;2017-11-01
51 Mato Grosso;288;Nov;2017;2017-11-01
50 Mato Grosso do Sul;175;Nov;2017;2017-11-01
17 Tocantins;7;Nov;2017;2017-11-01
16 Amapá;97;Nov;2017;2017-11-01
11 Rondônia;152;Nov;2017;2017-11-01
12 Acre;112;Nov;2017;2017-11-01
14 Roraima;85;Nov;2017;2017-11-01
35 São Paulo;2756;Dez;2017;2017-12-01
29 Bahia;1418;Dez;2017;2017-12-01
31 Minas Gerais;1359;Dez;2017;2017-12-01
33 Rio de Janeiro;1085;Dez;2017;2017-12-01
26 Pernambuco;831;Dez;2017;2017-12-01
23 Ceará;806;Dez;2017;2017-12-01
41 Paraná;950;Dez;2017;2017-12-01
15 Pará;651;Dez;2017;2017-12-01
43 Rio Grande do Sul;552;Dez;2017;2017-12-01
21 Maranhão;661;Dez;2017;2017-12-01
42 Santa Catarina;507;Dez;2017;2017-12-01
13 Amazonas;379;Dez;2017;2017-12-01
52 Goiás;315;Dez;2017;2017-12-01
25 Paraíba;332;Dez;2017;2017-12-01
22 Piauí;362;Dez;2017;2017-12-01
27 Alagoas;303;Dez;2017;2017-12-01
28 Sergipe;263;Dez;2017;2017-12-01
24 Rio Grande do Norte;278;Dez;2017;2017-12-01
32 Espírito Santo;249;Dez;2017;2017-12-01
53 Distrito Federal;191;Dez;2017;2017-12-01
51 Mato Grosso;244;Dez;2017;2017-12-01
50 Mato Grosso do Sul;208;Dez;2017;2017-12-01
17 Tocantins;6;Dez;2017;2017-12-01
16 Amapá;64;Dez;2017;2017-12-01
11 Rondônia;162;Dez;2017;2017-12-01
12 Acre;86;Dez;2017;2017-12-01
14 Roraima;54;Dez;2017;2017-12-01
35 São Paulo;2771;Jan;2018;2018-01-01
29 Bahia;1462;Jan;2018;2018-01-01
31 Minas Gerais;1260;Jan;2018;2018-01-01
33 Rio de Janeiro;1049;Jan;2018;2018-01-01
26 Pernambuco;738;Jan;2018;2018-01-01
23 Ceará;843;Jan;2018;2018-01-01
41 Paraná;835;Jan;2018;2018-01-01
15 Pará;606;Jan;2018;2018-01-01
43 Rio Grande do Sul;558;Jan;2018;2018-01-01
21 Maranhão;602;Jan;2018;2018-01-01
42 Santa Catarina;536;Jan;2018;2018-01-01
13 Amazonas;408;Jan;2018;2018-01-01
52 Goiás;289;Jan;2018;2018-01-01
25 Paraíba;313;Jan;2018;2018-01-01
22 Piauí;309;Jan;2018;2018-01-01
27 Alagoas;325;Jan;2018;2018-01-01
28 Sergipe;279;Jan;2018;2018-01-01
24 Rio Grande do Norte;347;Jan;2018;2018-01-01
32 Espírito Santo;302;Jan;2018;2018-01-01
53 Distrito Federal;248;Jan;2018;2018-01-01
51 Mato Grosso;260;Jan;2018;2018-01-01
50 Mato Grosso do Sul;171;Jan;2018;2018-01-01
17 Tocantins;3;Jan;2018;2018-01-01
16 Amapá;101;Jan;2018;2018-01-01
11 Rondônia;180;Jan;2018;2018-01-01
12 Acre;160;Jan;2018;2018-01-01
14 Roraima;83;Jan;2018;2018-01-01
35 São Paulo;2520;Fev;2018;2018-02-01
29 Bahia;1192;Fev;2018;2018-02-01
31 Minas Gerais;1235;Fev;2018;2018-02-01
33 Rio de Janeiro;930;Fev;2018;2018-02-01
26 Pernambuco;647;Fev;2018;2018-02-01
23 Ceará;756;Fev;2018;2018-02-01
41 Paraná;840;Fev;2018;2018-02-01
15 Pará;599;Fev;2018;2018-02-01
43 Rio Grande do Sul;495;Fev;2018;2018-02-01
21 Maranhão;581;Fev;2018;2018-02-01
42 Santa Catarina;586;Fev;2018;2018-02-01
13 Amazonas;393;Fev;2018;2018-02-01
52 Goiás;296;Fev;2018;2018-02-01
25 Paraíba;249;Fev;2018;2018-02-01
22 Piauí;299;Fev;2018;2018-02-01
27 Alagoas;255;Fev;2018;2018-02-01
28 Sergipe;151;Fev;2018;2018-02-01
24 Rio Grande do Norte;297;Fev;2018;2018-02-01
32 Espírito Santo;204;Fev;2018;2018-02-01
53 Distrito Federal;214;Fev;2018;2018-02-01
51 Mato Grosso;268;Fev;2018;2018-02-01
50 Mato Grosso do Sul;178;Fev;2018;2018-02-01
17 Tocantins;4;Fev;2018;2018-02-01
16 Amapá;78;Fev;2018;2018-02-01
11 Rondônia;156;Fev;2018;2018-02-01
12 Acre;116;Fev;2018;2018-02-01
14 Roraima;87;Fev;2018;2018-02-01
35 São Paulo;2595;Mar;2018;2018-03-01
29 Bahia;1375;Mar;2018;2018-03-01
31 Minas Gerais;1413;Mar;2018;2018-03-01
33 Rio de Janeiro;919;Mar;2018;2018-03-01
26 Pernambuco;749;Mar;2018;2018-03-01
23 Ceará;827;Mar;2018;2018-03-01
41 Paraná;852;Mar;2018;2018-03-01
15 Pará;597;Mar;2018;2018-03-01
43 Rio Grande do Sul;531;Mar;2018;2018-03-01
21 Maranhão;634;Mar;2018;2018-03-01
42 Santa Catarina;632;Mar;2018;2018-03-01
13 Amazonas;392;Mar;2018;2018-03-01
52 Goiás;287;Mar;2018;2018-03-01
25 Paraíba;315;Mar;2018;2018-03-01
22 Piauí;266;Mar;2018;2018-03-01
27 Alagoas;288;Mar;2018;2018-03-01
28 Sergipe;234;Mar;2018;2018-03-01
24 Rio Grande do Norte;256;Mar;2018;2018-03-01
32 Espírito Santo;214;Mar;2018;2018-03-01
53 Distrito Federal;204;Mar;2018;2018-03-01
51 Mato Grosso;245;Mar;2018;2018-03-01
50 Mato Grosso do Sul;164;Mar;2018;2018-03-01
17 Tocantins;1;Mar;2018;2018-03-01
16 Amapá;84;Mar;2018;2018-03-01
11 Rondônia;160;Mar;2018;2018-03-01
12 Acre;72;Mar;2018;2018-03-01
14 Roraima;78;Mar;2018;2018-03-01
35 São Paulo;2476;Abr;2018;2018-04-01
29 Bahia;1363;Abr;2018;2018-04-01
31 Minas Gerais;1196;Abr;2018;2018-04-01
33 Rio de Janeiro;946;Abr;2018;2018-04-01
26 Pernambuco;693;Abr;2018;2018-04-01
23 Ceará;734;Abr;2018;2018-04-01
41 Paraná;712;Abr;2018;2018-04-01
15 Pará;654;Abr;2018;2018-04-01
43 Rio Grande do Sul;479;Abr;2018;2018-04-01
21 Maranhão;624;Abr;2018;2018-04-01
42 Santa Catarina;546;Abr;2018;2018-04-01
13 Amazonas;417;Abr;2018;2018-04-01
52 Goiás;248;Abr;2018;2018-04-01
25 Paraíba;272;Abr;2018;2018-04-01
22 Piauí;244;Abr;2018;2018-04-01
27 Alagoas;215;Abr;2018;2018-04-01
28 Sergipe;185;Abr;2018;2018-04-01
24 Rio Grande do Norte;311;Abr;2018;2018-04-01
32 Espírito Santo;204;Abr;2018;2018-04-01
53 Distrito Federal;198;Abr;2018;2018-04-01
51 Mato Grosso;248;Abr;2018;2018-04-01
50 Mato Grosso do Sul;148;Abr;2018;2018-04-01
17 Tocantins;6;Abr;2018;2018-04-01
16 Amapá;82;Abr;2018;2018-04-01
11 Rondônia;162;Abr;2018;2018-04-01
12 Acre;113;Abr;2018;2018-04-01
14 Roraima;109;Abr;2018;2018-04-01
35 São Paulo;2559;Mai;2018;2018-05-01
29 Bahia;1260;Mai;2018;2018-05-01
31 Minas Gerais;1158;Mai;2018;2018-05-01
33 Rio de Janeiro;920;Mai;2018;2018-05-01
26 Pernambuco;716;Mai;2018;2018-05-01
23 Ceará;791;Mai;2018;2018-05-01
41 Paraná;760;Mai;2018;2018-05-01
15 Pará;528;Mai;2018;2018-05-01
43 Rio Grande do Sul;404;Mai;2018;2018-05-01
21 Maranhão;505;Mai;2018;2018-05-01
42 Santa Catarina;530;Mai;2018;2018-05-01
13 Amazonas;414;Mai;2018;2018-05-01
52 Goiás;279;Mai;2018;2018-05-01
25 Paraíba;296;Mai;2018;2018-05-01
22 Piauí;238;Mai;2018;2018-05-01
27 Alagoas;263;Mai;2018;2018-05-01
28 Sergipe;154;Mai;2018;2018-05-01
24 Rio Grande do Norte;343;Mai;2018;2018-05-01
32 Espírito Santo;206;Mai;2018;2018-05-01
53 Distrito Federal;216;Mai;2018;2018-05-01
51 Mato Grosso;248;Mai;2018;2018-05-01
50 Mato Grosso do Sul;118;Mai;2018;2018-05-01
17 Tocantins;10;Mai;2018;2018-05-01
16 Amapá;42;Mai;2018;2018-05-01
11 Rondônia;76;Mai;2018;2018-05-01
12 Acre;82;Mai;2018;2018-05-01
14 Roraima;123;Mai;2018;2018-05-01
35 São Paulo;2365;Jun;2018;2018-06-01
29 Bahia;1245;Jun;2018;2018-06-01
31 Minas Gerais;1086;Jun;2018;2018-06-01
33 Rio de Janeiro;910;Jun;2018;2018-06-01
26 Pernambuco;666;Jun;2018;2018-06-01
23 Ceará;655;Jun;2018;2018-06-01
41 Paraná;712;Jun;2018;2018-06-01
15 Pará;427;Jun;2018;2018-06-01
43 Rio Grande do Sul;487;Jun;2018;2018-06-01
