Unidade da Federação;Internações;mes;ano;mes_ano
32 Espírito Santo;266;Jun;2011;2011-06-01
53 Distrito Federal;249;Jun;2011;2011-06-01
51 Mato Grosso;179;Jun;2011;2011-06-01
50 Mato Grosso do Sul;152;Jun;2011;2011-06-01
17 Tocantins;187;Jun;2011;2011-06-01
16 Amapá;66;Jun;2011;2011-06-01
11 Rondônia;171;Jun;2011;2011-06-01
12 Acre;135;Jun;2011;2011-06-01
14 Roraima;129;Jun;2011;2011-06-01
35 São Paulo;2864;Jul;2011;2011-07-01
29 Bahia;1549;Jul;2011;2011-07-01
31 Minas Gerais;1627;Jul;2011;2011-07-01
33 Rio de Janeiro;1160;Jul;2011;2011-07-01
26 Pernambuco;826;Jul;2011;2011-07-01
23 Ceará;827;Jul;2011;2011-07-01
41 Paraná;702;Jul;2011;2011-07-01
15 Pará;602;Jul;2011;2011-07-01
43 Rio Grande do Sul;579;Jul;2011;2011-07-01
21 Maranhão;491;Jul;2011;2011-07-01
42 Santa Catarina;465;Jul;2011;2011-07-01
13 Amazonas;621;Jul;2011;2011-07-01
52 Goiás;318;Jul;2011;2011-07-01
25 Paraíba;355;Jul;2011;2011-07-01
22 Piauí;403;Jul;2011;2011-07-01
27 Alagoas;317;Jul;2011;2011-07-01
28 Sergipe;288;Jul;2011;2011-07-01
24 Rio Grande do Norte;246;Jul;2011;2011-07-01
32 Espírito Santo;240;Jul;2011;2011-07-01
53 Distrito Federal;243;Jul;2011;2011-07-01
51 Mato Grosso;210;Jul;2011;2011-07-01
50 Mato Grosso do Sul;195;Jul;2011;2011-07-01
17 Tocantins;132;Jul;2011;2011-07-01
16 Amapá;252;Jul;2011;2011-07-01
11 Rondônia;163;Jul;2011;2011-07-01
12 Acre;119;Jul;2011;2011-07-01
14 Roraima;121;Jul;2011;2011-07-01
35 São Paulo;3005;Ago;2011;2011-08-01
29 Bahia;1926;Ago;2011;2011-08-01
31 Minas Gerais;1644;Ago;2011;2011-08-01
33 Rio de Janeiro;1347;Ago;2011;2011-08-01
26 Pernambuco;933;Ago;2011;2011-08-01
23 Ceará;820;Ago;2011;2011-08-01
41 Paraná;729;Ago;2011;2011-08-01
15 Pará;736;Ago;2011;2011-08-01
43 Rio Grande do Sul;663;Ago;2011;2011-08-01
21 Maranhão;609;Ago;2011;2011-08-01
42 Santa Catarina;375;Ago;2011;2011-08-01
13 Amazonas;510;Ago;2011;2011-08-01
52 Goiás;364;Ago;2011;2011-08-01
25 Paraíba;363;Ago;2011;2011-08-01
22 Piauí;359;Ago;2011;2011-08-01
27 Alagoas;263;Ago;2011;2011-08-01
28 Sergipe;288;Ago;2011;2011-08-01
24 Rio Grande do Norte;214;Ago;2011;2011-08-01
32 Espírito Santo;289;Ago;2011;2011-08-01
53 Distrito Federal;189;Ago;2011;2011-08-01
51 Mato Grosso;197;Ago;2011;2011-08-01
50 Mato Grosso do Sul;209;Ago;2011;2011-08-01
17 Tocantins;182;Ago;2011;2011-08-01
16 Amapá;135;Ago;2011;2011-08-01
11 Rondônia;158;Ago;2011;2011-08-01
12 Acre;101;Ago;2011;2011-08-01
14 Roraima;104;Ago;2011;2011-08-01
35 São Paulo;3347;Set;2011;2011-09-01
29 Bahia;1914;Set;2011;2011-09-01
31 Minas Gerais;1734;Set;2011;2011-09-01
33 Rio de Janeiro;1339;Set;2011;2011-09-01
26 Pernambuco;901;Set;2011;2011-09-01
23 Ceará;866;Set;2011;2011-09-01
41 Paraná;777;Set;2011;2011-09-01
15 Pará;884;Set;2011;2011-09-01
43 Rio Grande do Sul;612;Set;2011;2011-09-01
21 Maranhão;529;Set;2011;2011-09-01
42 Santa Catarina;517;Set;2011;2011-09-01
13 Amazonas;527;Set;2011;2011-09-01
52 Goiás;392;Set;2011;2011-09-01
25 Paraíba;375;Set;2011;2011-09-01
22 Piauí;346;Set;2011;2011-09-01
27 Alagoas;387;Set;2011;2011-09-01
28 Sergipe;356;Set;2011;2011-09-01
24 Rio Grande do Norte;279;Set;2011;2011-09-01
32 Espírito Santo;299;Set;2011;2011-09-01
53 Distrito Federal;232;Set;2011;2011-09-01
51 Mato Grosso;238;Set;2011;2011-09-01
50 Mato Grosso do Sul;198;Set;2011;2011-09-01
17 Tocantins;187;Set;2011;2011-09-01
16 Amapá;177;Set;2011;2011-09-01
11 Rondônia;186;Set;2011;2011-09-01
12 Acre;120;Set;2011;2011-09-01
14 Roraima;119;Set;2011;2011-09-01
35 São Paulo;3292;Out;2011;2011-10-01
29 Bahia;1752;Out;2011;2011-10-01
31 Minas Gerais;1605;Out;2011;2011-10-01
33 Rio de Janeiro;1372;Out;2011;2011-10-01
26 Pernambuco;1014;Out;2011;2011-10-01
23 Ceará;847;Out;2011;2011-10-01
41 Paraná;815;Out;2011;2011-10-01
15 Pará;765;Out;2011;2011-10-01
43 Rio Grande do Sul;611;Out;2011;2011-10-01
21 Maranhão;688;Out;2011;2011-10-01
42 Santa Catarina;594;Out;2011;2011-10-01
13 Amazonas;485;Out;2011;2011-10-01
52 Goiás;347;Out;2011;2011-10-01
25 Paraíba;412;Out;2011;2011-10-01
22 Piauí;376;Out;2011;2011-10-01
27 Alagoas;338;Out;2011;2011-10-01
28 Sergipe;333;Out;2011;2011-10-01
24 Rio Grande do Norte;239;Out;2011;2011-10-01
32 Espírito Santo;291;Out;2011;2011-10-01
53 Distrito Federal;285;Out;2011;2011-10-01
51 Mato Grosso;237;Out;2011;2011-10-01
50 Mato Grosso do Sul;194;Out;2011;2011-10-01
17 Tocantins;171;Out;2011;2011-10-01
16 Amapá;121;Out;2011;2011-10-01
11 Rondônia;129;Out;2011;2011-10-01
12 Acre;112;Out;2011;2011-10-01
14 Roraima;84;Out;2011;2011-10-01
35 São Paulo;3123;Nov;2011;2011-11-01
29 Bahia;1920;Nov;2011;2011-11-01
31 Minas Gerais;1626;Nov;2011;2011-11-01
33 Rio de Janeiro;1391;Nov;2011;2011-11-01
26 Pernambuco;833;Nov;2011;2011-11-01
23 Ceará;901;Nov;2011;2011-11-01
41 Paraná;741;Nov;2011;2011-11-01
15 Pará;702;Nov;2011;2011-11-01
43 Rio Grande do Sul;647;Nov;2011;2011-11-01
21 Maranhão;557;Nov;2011;2011-11-01
42 Santa Catarina;566;Nov;2011;2011-11-01
13 Amazonas;314;Nov;2011;2011-11-01
52 Goiás;391;Nov;2011;2011-11-01
25 Paraíba;397;Nov;2011;2011-11-01
22 Piauí;322;Nov;2011;2011-11-01
27 Alagoas;324;Nov;2011;2011-11-01
28 Sergipe;344;Nov;2011;2011-11-01
24 Rio Grande do Norte;265;Nov;2011;2011-11-01
32 Espírito Santo;312;Nov;2011;2011-11-01
53 Distrito Federal;123;Nov;2011;2011-11-01
51 Mato Grosso;235;Nov;2011;2011-11-01
50 Mato Grosso do Sul;198;Nov;2011;2011-11-01
17 Tocantins;192;Nov;2011;2011-11-01
16 Amapá;144;Nov;2011;2011-11-01
11 Rondônia;176;Nov;2011;2011-11-01
12 Acre;90;Nov;2011;2011-11-01
14 Roraima;95;Nov;2011;2011-11-01
35 São Paulo;3062;Dez;2011;2011-12-01
29 Bahia;1809;Dez;2011;2011-12-01
31 Minas Gerais;1573;Dez;2011;2011-12-01
33 Rio de Janeiro;1328;Dez;2011;2011-12-01
26 Pernambuco;990;Dez;2011;2011-12-01
23 Ceará;851;Dez;2011;2011-12-01
41 Paraná;712;Dez;2011;2011-12-01
15 Pará;658;Dez;2011;2011-12-01
43 Rio Grande do Sul;653;Dez;2011;2011-12-01
21 Maranhão;770;Dez;2011;2011-12-01
42 Santa Catarina;450;Dez;2011;2011-12-01
13 Amazonas;475;Dez;2011;2011-12-01
52 Goiás;367;Dez;2011;2011-12-01
25 Paraíba;389;Dez;2011;2011-12-01
22 Piauí;282;Dez;2011;2011-12-01
27 Alagoas;249;Dez;2011;2011-12-01
28 Sergipe;327;Dez;2011;2011-12-01
24 Rio Grande do Norte;268;Dez;2011;2011-12-01
32 Espírito Santo;274;Dez;2011;2011-12-01
53 Distrito Federal;140;Dez;2011;2011-12-01
51 Mato Grosso;231;Dez;2011;2011-12-01
50 Mato Grosso do Sul;247;Dez;2011;2011-12-01
17 Tocantins;233;Dez;2011;2011-12-01
16 Amapá;179;Dez;2011;2011-12-01
11 Rondônia;126;Dez;2011;2011-12-01
12 Acre;116;Dez;2011;2011-12-01
14 Roraima;115;Dez;2011;2011-12-01
35 São Paulo;2808;Jan;2012;2012-01-01
29 Bahia;1828;Jan;2012;2012-01-01
31 Minas Gerais;1627;Jan;2012;2012-01-01
33 Rio de Janeiro;1049;Jan;2012;2012-01-01
26 Pernambuco;883;Jan;2012;2012-01-01
23 Ceará;891;Jan;2012;2012-01-01
41 Paraná;826;Jan;2012;2012-01-01
15 Pará;825;Jan;2012;2012-01-01
43 Rio Grande do Sul;640;Jan;2012;2012-01-01
21 Maranhão;665;Jan;2012;2012-01-01
42 Santa Catarina;478;Jan;2012;2012-01-01
13 Amazonas;444;Jan;2012;2012-01-01
52 Goiás;338;Jan;2012;2012-01-01
25 Paraíba;396;Jan;2012;2012-01-01
22 Piauí;284;Jan;2012;2012-01-01
27 Alagoas;317;Jan;2012;2012-01-01
28 Sergipe;283;Jan;2012;2012-01-01
24 Rio Grande do Norte;265;Jan;2012;2012-01-01
32 Espírito Santo;252;Jan;2012;2012-01-01
53 Distrito Federal;273;Jan;2012;2012-01-01
51 Mato Grosso;177;Jan;2012;2012-01-01
50 Mato Grosso do Sul;215;Jan;2012;2012-01-01
17 Tocantins;194;Jan;2012;2012-01-01
16 Amapá;127;Jan;2012;2012-01-01
11 Rondônia;164;Jan;2012;2012-01-01
12 Acre;92;Jan;2012;2012-01-01
14 Roraima;99;Jan;2012;2012-01-01
35 São Paulo;2781;Fev;2012;2012-02-01
29 Bahia;1518;Fev;2012;2012-02-01
31 Minas Gerais;1441;Fev;2012;2012-02-01
33 Rio de Janeiro;1024;Fev;2012;2012-02-01
26 Pernambuco;812;Fev;2012;2012-02-01
23 Ceará;816;Fev;2012;2012-02-01
41 Paraná;710;Fev;2012;2012-02-01
15 Pará;760;Fev;2012;2012-02-01
43 Rio Grande do Sul;627;Fev;2012;2012-02-01
21 Maranhão;634;Fev;2012;2012-02-01
42 Santa Catarina;468;Fev;2012;2012-02-01
13 Amazonas;399;Fev;2012;2012-02-01
52 Goiás;330;Fev;2012;2012-02-01
25 Paraíba;387;Fev;2012;2012-02-01
22 Piauí;305;Fev;2012;2012-02-01
27 Alagoas;264;Fev;2012;2012-02-01
28 Sergipe;242;Fev;2012;2012-02-01
24 Rio Grande do Norte;181;Fev;2012;2012-02-01
32 Espírito Santo;253;Fev;2012;2012-02-01
53 Distrito Federal;273;Fev;2012;2012-02-01
51 Mato Grosso;164;Fev;2012;2012-02-01
50 Mato Grosso do Sul;150;Fev;2012;2012-02-01
17 Tocantins;204;Fev;2012;2012-02-01
16 Amapá;72;Fev;2012;2012-02-01
11 Rondônia;169;Fev;2012;2012-02-01
12 Acre;119;Fev;2012;2012-02-01
14 Roraima;102;Fev;2012;2012-02-01
35 São Paulo;2898;Mar;2012;2012-03-01
29 Bahia;1743;Mar;2012;2012-03-01
31 Minas Gerais;1654;Mar;2012;2012-03-01
33 Rio de Janeiro;1422;Mar;2012;2012-03-01
26 Pernambuco;866;Mar;2012;2012-03-01
23 Ceará;776;Mar;2012;2012-03-01
41 Paraná;700;Mar;2012;2012-03-01
15 Pará;727;Mar;2012;2012-03-01
43 Rio Grande do Sul;668;Mar;2012;2012-03-01
21 Maranhão;670;Mar;2012;2012-03-01
42 Santa Catarina;488;Mar;2012;2012-03-01
13 Amazonas;628;Mar;2012;2012-03-01
52 Goiás;333;Mar;2012;2012-03-01
25 Paraíba;358;Mar;2012;2012-03-01
22 Piauí;286;Mar;2012;2012-03-01
27 Alagoas;279;Mar;2012;2012-03-01
28 Sergipe;256;Mar;2012;2012-03-01
24 Rio Grande do Norte;260;Mar;2012;2012-03-01
32 Espírito Santo;292;Mar;2012;2012-03-01
53 Distrito Federal;202;Mar;2012;2012-03-01
51 Mato Grosso;192;Mar;2012;2012-03-01
50 Mato Grosso do Sul;231;Mar;2012;2012-03-01
17 Tocantins;154;Mar;2012;2012-03-01
16 Amapá;243;Mar;2012;2012-03-01
11 Rondônia;167;Mar;2012;2012-03-01
12 Acre;131;Mar;2012;2012-03-01
14 Roraima;111;Mar;2012;2012-03-01
35 São Paulo;2899;Abr;2012;2012-04-01
29 Bahia;1518;Abr;2012;2012-04-01
31 Minas Gerais;1446;Abr;2012;2012-04-01
33 Rio de Janeiro;1136;Abr;2012;2012-04-01
26 Pernambuco;910;Abr;2012;2012-04-01
23 Ceará;725;Abr;2012;2012-04-01
41 Paraná;658;Abr;2012;2012-04-01
15 Pará;699;Abr;2012;2012-04-01
43 Rio Grande do Sul;565;Abr;2012;2012-04-01
21 Maranhão;614;Abr;2012;2012-04-01
42 Santa Catarina;426;Abr;2012;2012-04-01
13 Amazonas;399;Abr;2012;2012-04-01
52 Goiás;317;Abr;2012;2012-04-01
25 Paraíba;371;Abr;2012;2012-04-01
22 Piauí;263;Abr;2012;2012-04-01
27 Alagoas;274;Abr;2012;2012-04-01
28 Sergipe;291;Abr;2012;2012-04-01
24 Rio Grande do Norte;195;Abr;2012;2012-04-01
32 Espírito Santo;243;Abr;2012;2012-04-01
53 Distrito Federal;234;Abr;2012;2012-04-01
51 Mato Grosso;238;Abr;2012;2012-04-01
50 Mato Grosso do Sul;136;Abr;2012;2012-04-01
17 Tocantins;169;Abr;2012;2012-04-01
16 Amapá;175;Abr;2012;2012-04-01
11 Rondônia;84;Abr;2012;2012-04-01
12 Acre;106;Abr;2012;2012-04-01
14 Roraima;109;Abr;2012;2012-04-01
35 São Paulo;2660;Mai;2012;2012-05-01
29 Bahia;1594;Mai;2012;2012-05-01
31 Minas Gerais;1406;Mai;2012;2012-05-01
33 Rio de Janeiro;1117;Mai;2012;2012-05-01
26 Pernambuco;808;Mai;2012;2012-05-01
23 Ceará;795;Mai;2012;2012-05-01
41 Paraná;660;Mai;2012;2012-05-01
15 Pará;733;Mai;2012;2012-05-01
43 Rio Grande do Sul;584;Mai;2012;2012-05-01
21 Maranhão;644;Mai;2012;2012-05-01
42 Santa Catarina;415;Mai;2012;2012-05-01
13 Amazonas;527;Mai;2012;2012-05-01
52 Goiás;339;Mai;2012;2012-05-01
25 Paraíba;335;Mai;2012;2012-05-01
22 Piauí;311;Mai;2012;2012-05-01
27 Alagoas;330;Mai;2012;2012-05-01
28 Sergipe;285;Mai;2012;2012-05-01
24 Rio Grande do Norte;240;Mai;2012;2012-05-01
32 Espírito Santo;205;Mai;2012;2012-05-01
53 Distrito Federal;176;Mai;2012;2012-05-01
51 Mato Grosso;191;Mai;2012;2012-05-01
50 Mato Grosso do Sul;201;Mai;2012;2012-05-01
17 Tocantins;177;Mai;2012;2012-05-01
16 Amapá;139;Mai;2012;2012-05-01
11 Rondônia;240;Mai;2012;2012-05-01
12 Acre;82;Mai;2012;2012-05-01
14 Roraima;116;Mai;2012;2012-05-01
35 São Paulo;2650;Jun;2012;2012-06-01
29 Bahia;1549;Jun;2012;2012-06-01
31 Minas Gerais;1465;Jun;2012;2012-06-01
33 Rio de Janeiro;1114;Jun;2012;2012-06-01
26 Pernambuco;848;Jun;2012;2012-06-01
23 Ceará;776;Jun;2012;2012-06-01
41 Paraná;667;Jun;2012;2012-06-01
15 Pará;815;Jun;2012;2012-06-01
43 Rio Grande do Sul;634;Jun;2012;2012-06-01
21 Maranhão;549;Jun;2012;2012-06-01
42 Santa Catarina;441;Jun;2012;2012-06-01
13 Amazonas;596;Jun;2012;2012-06-01
52 Goiás;350;Jun;2012;2012-06-01
25 Paraíba;311;Jun;2012;2012-06-01
22 Piauí;328;Jun;2012;2012-06-01
27 Alagoas;303;Jun;2012;2012-06-01
28 Sergipe;268;Jun;2012;2012-06-01
24 Rio Grande do Norte;301;Jun;2012;2012-06-01
32 Espírito Santo;242;Jun;2012;2012-06-01
53 Distrito Federal;213;Jun;2012;2012-06-01
51 Mato Grosso;213;Jun;2012;2012-06-01
50 Mato Grosso do Sul;114;Jun;2012;2012-06-01
17 Tocantins;176;Jun;2012;2012-06-01
16 Amapá;199;Jun;2012;2012-06-01
11 Rondônia;92;Jun;2012;2012-06-01
12 Acre;118;Jun;2012;2012-06-01
14 Roraima;131;Jun;2012;2012-06-01
35 São Paulo;2956;Jul;2012;2012-07-01
29 Bahia;1591;Jul;2012;2012-07-01
31 Minas Gerais;1520;Jul;2012;2012-07-01
33 Rio de Janeiro;1140;Jul;2012;2012-07-01
26 Pernambuco;872;Jul;2012;2012-07-01
23 Ceará;736;Jul;2012;2012-07-01
41 Paraná;693;Jul;2012;2012-07-01
15 Pará;693;Jul;2012;2012-07-01
43 Rio Grande do Sul;619;Jul;2012;2012-07-01
21 Maranhão;661;Jul;2012;2012-07-01
42 Santa Catarina;459;Jul;2012;2012-07-01
13 Amazonas;462;Jul;2012;2012-07-01
52 Goiás;315;Jul;2012;2012-07-01
25 Paraíba;340;Jul;2012;2012-07-01
22 Piauí;310;Jul;2012;2012-07-01
27 Alagoas;358;Jul;2012;2012-07-01
28 Sergipe;276;Jul;2012;2012-07-01
24 Rio Grande do Norte;255;Jul;2012;2012-07-01
32 Espírito Santo;222;Jul;2012;2012-07-01
53 Distrito Federal;279;Jul;2012;2012-07-01
51 Mato Grosso;213;Jul;2012;2012-07-01
50 Mato Grosso do Sul;184;Jul;2012;2012-07-01
17 Tocantins;172;Jul;2012;2012-07-01
16 Amapá;142;Jul;2012;2012-07-01
11 Rondônia;188;Jul;2012;2012-07-01
12 Acre;122;Jul;2012;2012-07-01
14 Roraima;96;Jul;2012;2012-07-01
35 São Paulo;3202;Ago;2012;2012-08-01
29 Bahia;1628;Ago;2012;2012-08-01
31 Minas Gerais;1519;Ago;2012;2012-08-01
33 Rio de Janeiro;1385;Ago;2012;2012-08-01
26 Pernambuco;892;Ago;2012;2012-08-01
23 Ceará;816;Ago;2012;2012-08-01
41 Paraná;823;Ago;2012;2012-08-01
15 Pará;638;Ago;2012;2012-08-01
43 Rio Grande do Sul;715;Ago;2012;2012-08-01
21 Maranhão;634;Ago;2012;2012-08-01
42 Santa Catarina;518;Ago;2012;2012-08-01
13 Amazonas;451;Ago;2012;2012-08-01
52 Goiás;285;Ago;2012;2012-08-01
25 Paraíba;384;Ago;2012;2012-08-01
22 Piauí;317;Ago;2012;2012-08-01
27 Alagoas;314;Ago;2012;2012-08-01
28 Sergipe;338;Ago;2012;2012-08-01
24 Rio Grande do Norte;198;Ago;2012;2012-08-01
32 Espírito Santo;304;Ago;2012;2012-08-01
53 Distrito Federal;264;Ago;2012;2012-08-01
51 Mato Grosso;200;Ago;2012;2012-08-01
50 Mato Grosso do Sul;205;Ago;2012;2012-08-01
17 Tocantins;170;Ago;2012;2012-08-01
16 Amapá;95;Ago;2012;2012-08-01
11 Rondônia;172;Ago;2012;2012-08-01
12 Acre;131;Ago;2012;2012-08-01
14 Roraima;108;Ago;2012;2012-08-01
35 São Paulo;3010;Set;2012;2012-09-01
29 Bahia;1735;Set;2012;2012-09-01
31 Minas Gerais;1536;Set;2012;2012-09-01
33 Rio de Janeiro;1329;Set;2012;2012-09-01
26 Pernambuco;909;Set;2012;2012-09-01
23 Ceará;762;Set;2012;2012-09-01
41 Paraná;784;Set;2012;2012-09-01
15 Pará;761;Set;2012;2012-09-01
43 Rio Grande do Sul;660;Set;2012;2012-09-01
21 Maranhão;617;Set;2012;2012-09-01
42 Santa Catarina;492;Set;2012;2012-09-01
13 Amazonas;385;Set;2012;2012-09-01
52 Goiás;431;Set;2012;2012-09-01
25 Paraíba;374;Set;2012;2012-09-01
22 Piauí;318;Set;2012;2012-09-01
27 Alagoas;302;Set;2012;2012-09-01
28 Sergipe;288;Set;2012;2012-09-01
24 Rio Grande do Norte;279;Set;2012;2012-09-01
32 Espírito Santo;276;Set;2012;2012-09-01
53 Distrito Federal;216;Set;2012;2012-09-01
51 Mato Grosso;192;Set;2012;2012-09-01
50 Mato Grosso do Sul;191;Set;2012;2012-09-01
17 Tocantins;175;Set;2012;2012-09-01
16 Amapá;190;Set;2012;2012-09-01
11 Rondônia;119;Set;2012;2012-09-01
12 Acre;123;Set;2012;2012-09-01
14 Roraima;118;Set;2012;2012-09-01
35 São Paulo;3030;Out;2012;2012-10-01
29 Bahia;1795;Out;2012;2012-10-01
31 Minas Gerais;1560;Out;2012;2012-10-01
33 Rio de Janeiro;1277;Out;2012;2012-10-01
26 Pernambuco;813;Out;2012;2012-10-01
23 Ceará;815;Out;2012;2012-10-01
41 Paraná;759;Out;2012;2012-10-01
15 Pará;647;Out;2012;2012-10-01
43 Rio Grande do Sul;703;Out;2012;2012-10-01
21 Maranhão;616;Out;2012;2012-10-01
42 Santa Catarina;547;Out;2012;2012-10-01
13 Amazonas;428;Out;2012;2012-10-01
52 Goiás;360;Out;2012;2012-10-01
25 Paraíba;355;Out;2012;2012-10-01
22 Piauí;296;Out;2012;2012-10-01
27 Alagoas;363;Out;2012;2012-10-01
28 Sergipe;336;Out;2012;2012-10-01
24 Rio Grande do Norte;278;Out;2012;2012-10-01
32 Espírito Santo;303;Out;2012;2012-10-01
53 Distrito Federal;195;Out;2012;2012-10-01
51 Mato Grosso;218;Out;2012;2012-10-01
50 Mato Grosso do Sul;204;Out;2012;2012-10-01
17 Tocantins;182;Out;2012;2012-10-01
16 Amapá;200;Out;2012;2012-10-01
11 Rondônia;114;Out;2012;2012-10-01
12 Acre;97;Out;2012;2012-10-01
14 Roraima;71;Out;2012;2012-10-01
35 São Paulo;2974;Nov;2012;2012-11-01
29 Bahia;1731;Nov;2012;2012-11-01
31 Minas Gerais;1520;Nov;2012;2012-11-01
33 Rio de Janeiro;1129;Nov;2012;2012-11-01
26 Pernambuco;1038;Nov;2012;2012-11-01
23 Ceará;923;Nov;2012;2012-11-01
41 Paraná;707;Nov;2012;2012-11-01
15 Pará;734;Nov;2012;2012-11-01
43 Rio Grande do Sul;707;Nov;2012;2012-11-01
21 Maranhão;626;Nov;2012;2012-11-01
42 Santa Catarina;532;Nov;2012;2012-11-01
13 Amazonas;474;Nov;2012;2012-11-01
52 Goiás;323;Nov;2012;2012-11-01
25 Paraíba;377;Nov;2012;2012-11-01
22 Piauí;309;Nov;2012;2012-11-01
27 Alagoas;343;Nov;2012;2012-11-01
28 Sergipe;262;Nov;2012;2012-11-01
24 Rio Grande do Norte;250;Nov;2012;2012-11-01
32 Espírito Santo;286;Nov;2012;2012-11-01
53 Distrito Federal;215;Nov;2012;2012-11-01
51 Mato Grosso;234;Nov;2012;2012-11-01
50 Mato Grosso do Sul;151;Nov;2012;2012-11-01
17 Tocantins;186;Nov;2012;2012-11-01
16 Amapá;138;Nov;2012;2012-11-01
11 Rondônia;172;Nov;2012;2012-11-01
12 Acre;106;Nov;2012;2012-11-01
14 Roraima;117;Nov;2012;2012-11-01
35 São Paulo;2814;Dez;2012;2012-12-01
29 Bahia;1518;Dez;2012;2012-12-01
31 Minas Gerais;1336;Dez;2012;2012-12-01
33 Rio de Janeiro;1089;Dez;2012;2012-12-01
26 Pernambuco;986;Dez;2012;2012-12-01
23 Ceará;803;Dez;2012;2012-12-01
41 Paraná;755;Dez;2012;2012-12-01
15 Pará;807;Dez;2012;2012-12-01
43 Rio Grande do Sul;564;Dez;2012;2012-12-01
21 Maranhão;574;Dez;2012;2012-12-01
42 Santa Catarina;498;Dez;2012;2012-12-01
13 Amazonas;341;Dez;2012;2012-12-01
52 Goiás;315;Dez;2012;2012-12-01
25 Paraíba;333;Dez;2012;2012-12-01
22 Piauí;241;Dez;2012;2012-12-01
27 Alagoas;284;Dez;2012;2012-12-01
28 Sergipe;282;Dez;2012;2012-12-01
24 Rio Grande do Norte;192;Dez;2012;2012-12-01
32 Espírito Santo;282;Dez;2012;2012-12-01
53 Distrito Federal;177;Dez;2012;2012-12-01
51 Mato Grosso;254;Dez;2012;2012-12-01
50 Mato Grosso do Sul;207;Dez;2012;2012-12-01
17 Tocantins;181;Dez;2012;2012-12-01
16 Amapá;128;Dez;2012;2012-12-01
11 Rondônia;83;Dez;2012;2012-12-01
12 Acre;126;Dez;2012;2012-12-01
14 Roraima;93;Dez;2012;2012-12-01
35 São Paulo;2944;Jan;2013;2013-01-01
29 Bahia;1556;Jan;2013;2013-01-01
31 Minas Gerais;1666;Jan;2013;2013-01-01
33 Rio de Janeiro;1244;Jan;2013;2013-01-01
26 Pernambuco;855;Jan;2013;2013-01-01
23 Ceará;811;Jan;2013;2013-01-01
41 Paraná;709;Jan;2013;2013-01-01
15 Pará;721;Jan;2013;2013-01-01
43 Rio Grande do Sul;611;Jan;2013;2013-01-01
21 Maranhão;705;Jan;2013;2013-01-01
42 Santa Catarina;566;Jan;2013;2013-01-01
13 Amazonas;563;Jan;2013;2013-01-01
52 Goiás;309;Jan;2013;2013-01-01
25 Paraíba;332;Jan;2013;2013-01-01
22 Piauí;329;Jan;2013;2013-01-01
27 Alagoas;337;Jan;2013;2013-01-01
28 Sergipe;297;Jan;2013;2013-01-01
24 Rio Grande do Norte;275;Jan;2013;2013-01-01
32 Espírito Santo;287;Jan;2013;2013-01-01
53 Distrito Federal;226;Jan;2013;2013-01-01
51 Mato Grosso;251;Jan;2013;2013-01-01
50 Mato Grosso do Sul;200;Jan;2013;2013-01-01
17 Tocantins;160;Jan;2013;2013-01-01
16 Amapá;180;Jan;2013;2013-01-01
11 Rondônia;136;Jan;2013;2013-01-01
12 Acre;118;Jan;2013;2013-01-01
14 Roraima;105;Jan;2013;2013-01-01
35 São Paulo;2497;Fev;2013;2013-02-01
29 Bahia;1528;Fev;2013;2013-02-01
31 Minas Gerais;1364;Fev;2013;2013-02-01
33 Rio de Janeiro;996;Fev;2013;2013-02-01
26 Pernambuco;885;Fev;2013;2013-02-01
23 Ceará;769;Fev;2013;2013-02-01
41 Paraná;749;Fev;2013;2013-02-01
15 Pará;740;Fev;2013;2013-02-01
43 Rio Grande do Sul;534;Fev;2013;2013-02-01
21 Maranhão;662;Fev;2013;2013-02-01
42 Santa Catarina;473;Fev;2013;2013-02-01
13 Amazonas;409;Fev;2013;2013-02-01
52 Goiás;281;Fev;2013;2013-02-01
25 Paraíba;333;Fev;2013;2013-02-01
22 Piauí;314;Fev;2013;2013-02-01
27 Alagoas;275;Fev;2013;2013-02-01
28 Sergipe;253;Fev;2013;2013-02-01
24 Rio Grande do Norte;222;Fev;2013;2013-02-01
32 Espírito Santo;263;Fev;2013;2013-02-01
53 Distrito Federal;300;Fev;2013;2013-02-01
51 Mato Grosso;206;Fev;2013;2013-02-01
50 Mato Grosso do Sul;144;Fev;2013;2013-02-01
17 Tocantins;142;Fev;2013;2013-02-01
16 Amapá;139;Fev;2013;2013-02-01
11 Rondônia;106;Fev;2013;2013-02-01
12 Acre;132;Fev;2013;2013-02-01
14 Roraima;91;Fev;2013;2013-02-01
35 São Paulo;2593;Mar;2013;2013-03-01
29 Bahia;1524;Mar;2013;2013-03-01
31 Minas Gerais;1441;Mar;2013;2013-03-01
33 Rio de Janeiro;1158;Mar;2013;2013-03-01
26 Pernambuco;1053;Mar;2013;2013-03-01
23 Ceará;792;Mar;2013;2013-03-01
41 Paraná;649;Mar;2013;2013-03-01
15 Pará;709;Mar;2013;2013-03-01
43 Rio Grande do Sul;557;Mar;2013;2013-03-01
21 Maranhão;645;Mar;2013;2013-03-01
42 Santa Catarina;442;Mar;2013;2013-03-01
13 Amazonas;523;Mar;2013;2013-03-01
52 Goiás;308;Mar;2013;2013-03-01
25 Paraíba;350;Mar;2013;2013-03-01
22 Piauí;357;Mar;2013;2013-03-01
27 Alagoas;306;Mar;2013;2013-03-01
